post_href,bill_of_sale_available,mortgage_available,repair_available,products_label,price,location,room_count,area,floor,city_and_added_time
/items/4788554,False,False,True,,110 000AZN,Masazır q.,3 otaqlı,77 m²,5/12 mərtəbə,"Bakı, bugün 02:43"
/items/4807546,False,False,True,Agentlik,189 000AZN,Nəriman Nərimanov m.,2 otaqlı,56 m²,12/17 mərtəbə,"Bakı, bugün 02:37"
/items/4817283,True,False,True,,170 000AZN,Nərimanov r.,3 otaqlı,70 m²,4/5 mərtəbə,"Bakı, bugün 02:21"
/items/4632061,False,False,True,Agentlik,170 000AZN,Nərimanov r.,2 otaqlı,56 m²,6/16 mərtəbə,"Bakı, bugün 02:16"
/items/4589465,True,True,True,,295 000AZN,Nərimanov r.,4 otaqlı,110 m²,7/9 mərtəbə,"Bakı, bugün 02:07"
/items/4498546,False,False,True,,159 000AZN,Biləcəri q.,2 otaqlı,68.5 m²,5/17 mərtəbə,"Bakı, bugün 02:04"
/items/4828790,True,False,True,,94 999AZN,Saray q.,2 otaqlı,91 m²,12/14 mərtəbə,"Bakı, bugün 01:50"
/items/4603064,True,False,True,Agentlik,236 999AZN,Əhmədli m.,3 otaqlı,110 m²,9/16 mərtəbə,"Bakı, bugün 01:41"
/items/4791003,True,False,True,Agentlik,210 000AZN,Qara Qarayev m.,3 otaqlı,90 m²,13/17 mərtəbə,"Bakı, bugün 01:41"
/items/4724892,True,False,False,,168 000AZN,Şah İsmayıl Xətai m.,1 otaqlı,61 m²,9/16 mərtəbə,"Bakı, bugün 01:40"
/items/4826193,False,False,True,,145 000AZN,Abşeron r.,3 otaqlı,100 m²,2/10 mərtəbə,"Bakı, bugün 01:40"
/items/4599121,False,False,False,,320 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,137 m²,19/21 mərtəbə,"Bakı, bugün 01:39"
/items/4724836,False,False,True,,215 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,65 m²,12/20 mərtəbə,"Bakı, bugün 01:39"
/items/4781797,True,True,True,,220 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,85 m²,10/16 mərtəbə,"Bakı, bugün 01:38"
/items/4359572,False,False,False,,150 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,53 m²,12/20 mərtəbə,"Bakı, bugün 01:38"
/items/4724752,True,False,False,,210 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,80 m²,15/15 mərtəbə,"Bakı, bugün 01:37"
/items/4732398,True,True,True,,215 000AZN,Gənclik m.,3 otaqlı,85 m²,4/9 mərtəbə,"Bakı, bugün 01:37"
/items/3656354,False,False,False,,225 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,93 m²,14/20 mərtəbə,"Bakı, bugün 01:36"
/items/4724671,True,False,False,,190 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,70 m²,15/15 mərtəbə,"Bakı, bugün 01:36"
/items/4279501,True,True,False,,210 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,85 m²,8/16 mərtəbə,"Bakı, bugün 01:35"
/items/4833659,False,False,True,Agentlik,173 500AZN,Nəriman Nərimanov m.,2 otaqlı,67 m²,14/17 mərtəbə,"Bakı, bugün 01:36"
/items/4544106,True,True,True,,270 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,125 m²,19/20 mərtəbə,"Bakı, bugün 01:34"
/items/4580955,True,True,True,,237 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,120 m²,5/16 mərtəbə,"Bakı, bugün 01:34"
/items/4408769,True,True,True,,305 000AZN,Şah İsmayıl Xətai m.,4 otaqlı,110 m²,5/16 mərtəbə,"Bakı, bugün 01:33"
/items/4828265,True,True,True,,165 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,60 m²,8/16 mərtəbə,"Bakı, bugün 01:32"
/items/4830482,True,True,False,,220 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,75 m²,12/16 mərtəbə,"Bakı, bugün 01:31"
/items/4259175,True,True,False,,320 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,120 m²,11/16 mərtəbə,"Bakı, bugün 01:29"
/items/4828545,False,False,True,,300 000AZN,İnşaatçılar m.,4 otaqlı,176 m²,7/19 mərtəbə,"Bakı, bugün 01:29"
/items/4816627,True,True,True,,140 000AZN,Əhmədli m.,2 otaqlı,58 m²,2/6 mərtəbə,"Bakı, bugün 01:19"
/items/4769221,False,False,False,Agentlik,285 000AZN,Şah İsmayıl Xətai m.,2 otaqlı,91 m²,5/20 mərtəbə,"Bakı, bugün 01:14"
/items/4757240,True,True,True,,499 400AZN,Elmlər Akademiyası m.,4 otaqlı,175 m²,10/15 mərtəbə,"Bakı, bugün 01:12"
/items/4831338,True,True,True,,410 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,142 m²,12/16 mərtəbə,"Bakı, bugün 01:09"
/items/4575149,True,True,True,Agentlik,133 000AZN,Həzi Aslanov m.,3 otaqlı,60 m²,2/9 mərtəbə,"Bakı, bugün 01:08"
/items/3296506,True,False,True,Agentlik,325 000AZN,Nərimanov r.,4 otaqlı,180 m²,2/16 mərtəbə,"Bakı, bugün 01:07"
/items/4487059,True,False,True,Agentlik,410 000AZN,Nərimanov r.,4 otaqlı,212 m²,8/14 mərtəbə,"Bakı, bugün 01:07"
/items/4741616,True,True,True,Agentlik,268 000AZN,Həzi Aslanov m.,3 otaqlı,126 m²,8/17 mərtəbə,"Bakı, bugün 01:07"
/items/3851828,True,False,True,Agentlik,285 000AZN,Xalqlar Dostluğu m.,3 otaqlı,140 m²,6/16 mərtəbə,"Bakı, bugün 01:07"
/items/3605603,True,False,True,Agentlik,338 000AZN,Nəriman Nərimanov m.,4 otaqlı,183 m²,5/16 mərtəbə,"Bakı, bugün 01:06"
/items/3326648,True,False,True,Agentlik,315 000AZN,Nərimanov r.,4 otaqlı,170 m²,17/17 mərtəbə,"Bakı, bugün 01:06"
/items/4048373,True,False,True,Agentlik,283 000AZN,Gənclik m.,4 otaqlı,142 m²,1/10 mərtəbə,"Bakı, bugün 01:06"
/items/3153010,True,False,True,Agentlik,297 000AZN,Nizami m.,3 otaqlı,148 m²,13/16 mərtəbə,"Bakı, bugün 01:06"
/items/1249996,True,False,False,Agentlik,325 000AZN,Nərimanov r.,3 otaqlı,140 m²,6/7 mərtəbə,"Bakı, bugün 01:06"
/items/3264951,True,False,True,Agentlik,255 000AZN,Binəqədi r.,3 otaqlı,133 m²,7/16 mərtəbə,"Bakı, bugün 01:05"
/items/4744299,False,False,True,,165 000AZN,Neftçilər m.,2 otaqlı,67 m²,9/18 mərtəbə,"Bakı, bugün 01:05"
/items/4514160,True,False,True,Agentlik,340 000AZN,Nəsimi r.,3 otaqlı,146 m²,8/16 mərtəbə,"Bakı, bugün 01:05"
/items/4503447,True,False,True,Agentlik,340 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,155 m²,16/18 mərtəbə,"Bakı, bugün 01:05"
/items/2163371,True,False,False,Agentlik,272 000AZN,Nərimanov r.,3 otaqlı,128 m²,15/17 mərtəbə,"Bakı, bugün 01:05"
/items/4253840,True,False,True,Agentlik,295 000AZN,Nərimanov r.,3 otaqlı,148 m²,8/16 mərtəbə,"Bakı, bugün 01:05"
/items/4547024,True,False,True,Agentlik,295 000AZN,28 May m.,3 otaqlı,141 m²,2/16 mərtəbə,"Bakı, bugün 01:05"
/items/3309723,True,False,False,Agentlik,305 000AZN,Nərimanov r.,4 otaqlı,175 m²,7/16 mərtəbə,"Bakı, bugün 01:05"
/items/4648073,False,False,True,,137 000AZN,Qara Qarayev m.,2 otaqlı,53 m²,6/16 mərtəbə,"Bakı, bugün 01:05"
/items/4650512,True,True,True,Agentlik,131 000AZN,Həzi Aslanov m.,2 otaqlı,63 m²,4/17 mərtəbə,"Bakı, bugün 01:04"
/items/4407866,True,True,True,Agentlik,138 000AZN,Həzi Aslanov m.,3 otaqlı,80 m²,16/16 mərtəbə,"Bakı, bugün 01:04"
/items/4177685,True,True,True,Agentlik,106 000AZN,Hövsan q.,3 otaqlı,80 m²,1/5 mərtəbə,"Bakı, bugün 01:03"
/items/4749444,True,True,True,Agentlik,89 000AZN,Hövsan q.,3 otaqlı,70 m²,5/5 mərtəbə,"Bakı, bugün 01:03"
/items/4706440,True,False,True,Agentlik,66 000AZN,Hövsan q.,1 otaqlı,30 m²,2/4 mərtəbə,"Bakı, bugün 01:03"
/items/4751532,True,False,True,Agentlik,320 000AZN,Binəqədi r.,3 otaqlı,143 m²,10/16 mərtəbə,"Bakı, bugün 01:02"
/items/4381733,False,False,False,Agentlik,380 000AZN,Nəsimi r.,4 otaqlı,172 m²,7/16 mərtəbə,"Bakı, bugün 01:02"
/items/3171678,True,False,True,Agentlik,290 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,135 m²,10/11 mərtəbə,"Bakı, bugün 01:01"
/items/4627159,False,False,True,Agentlik,340 000AZN,İnşaatçılar m.,4 otaqlı,155 m²,11/19 mərtəbə,"Bakı, bugün 01:01"
/items/2208549,True,False,False,Agentlik,460 000AZN,Şah İsmayıl Xətai m.,4 otaqlı,187 m²,10/16 mərtəbə,"Bakı, bugün 01:01"
/items/2393606,True,False,False,Agentlik,310 000AZN,Elmlər Akademiyası m.,3 otaqlı,133 m²,9/16 mərtəbə,"Bakı, bugün 01:01"
/items/2629264,True,False,False,Agentlik,440 000AZN,Elmlər Akademiyası m.,4 otaqlı,180 m²,4/16 mərtəbə,"Bakı, bugün 01:00"
/items/4836621,True,False,True,Agentlik,157 000AZN,8 Noyabr m.,2 otaqlı,65 m²,3/9 mərtəbə,"Bakı, bugün 00:59"
/items/4365405,True,False,True,Agentlik,383 000AZN,28 May m.,4 otaqlı,200 m²,8/16 mərtəbə,"Bakı, bugün 00:59"
/items/4836619,True,False,True,,117 000AZN,7-ci mikrorayon q.,2 otaqlı,45 m²,2/5 mərtəbə,"Bakı, bugün 00:59"
/items/4489265,True,False,True,Agentlik,299 000AZN,8 Noyabr m.,3 otaqlı,140 m²,6/16 mərtəbə,"Bakı, bugün 00:59"
/items/4402759,True,False,True,Agentlik,348 000AZN,Nəriman Nərimanov m.,4 otaqlı,170 m²,12/17 mərtəbə,"Bakı, bugün 00:59"
/items/4297314,True,True,True,,119 800AZN,Bakıxanov q.,2 otaqlı,82 m²,13/19 mərtəbə,"Bakı, bugün 00:57"
/items/4836618,True,False,True,,60 000AZN,Masazır q.,2 otaqlı,50 m²,6/6 mərtəbə,"Bakı, bugün 00:55"
/items/4836617,True,True,True,Agentlik,140 000AZN,Yeni Yasamal q.,2 otaqlı,75 m²,8/10 mərtəbə,"Bakı, bugün 00:55"
/items/4822058,True,False,True,,145 000AZN,7-ci mikrorayon q.,2 otaqlı,53 m²,10/10 mərtəbə,"Bakı, bugün 00:52"
/items/4836616,True,True,True,,140 000AZN,Yeni Günəşli q.,3 otaqlı,70 m²,4/10 mərtəbə,"Bakı, bugün 00:51"
/items/4828776,True,True,True,,96 500AZN,Yeni Günəşli q.,2 otaqlı,43 m²,14/16 mərtəbə,"Bakı, bugün 00:48"
/items/4689564,True,False,True,Agentlik,270 000AZN,Nəsimi r.,3 otaqlı,85 m²,5/12 mərtəbə,"Bakı, bugün 00:47"
/items/4039177,True,True,False,Agentlik,320 000AZN,Nəsimi r.,4 otaqlı,160 m²,8/10 mərtəbə,"Bakı, bugün 00:47"
/items/4836612,True,True,True,Agentlik,390 000AZN,28 May m.,3 otaqlı,130 m²,14/16 mərtəbə,"Bakı, bugün 00:47"
/items/4811678,True,False,True,Agentlik,599 900AZN,Xətai r.,3 otaqlı,120 m²,5/6 mərtəbə,"Bakı, bugün 00:46"
/items/4807525,True,True,True,,225 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,65 m²,3/5 mərtəbə,"Bakı, bugün 00:46"
/items/4836611,False,False,False,,114 000AZN,Xətai r.,3 otaqlı,114 m²,13/13 mərtəbə,"Bakı, bugün 00:45"
/items/4836610,True,False,True,,157 000AZN,Yasamal q.,2 otaqlı,65 m²,3/9 mərtəbə,"Bakı, bugün 00:59"
/items/4369136,True,True,False,Agentlik,496 900AZN,Ağ şəhər q.,3 otaqlı,103 m²,3/5 mərtəbə,"Bakı, bugün 00:44"
/items/4806337,True,True,True,Agentlik,222 900AZN,İnşaatçılar m.,3 otaqlı,87 m²,6/18 mərtəbə,"Bakı, bugün 00:44"
/items/4804919,True,True,True,Agentlik,90 000AZN,Həzi Aslanov m.,2 otaqlı,47 m²,8/9 mərtəbə,"Bakı, bugün 00:44"
/items/4806263,True,True,True,Agentlik,228 900AZN,İnşaatçılar m.,3 otaqlı,113 m²,6/16 mərtəbə,"Bakı, bugün 00:44"
/items/4817268,True,False,True,,270 000AZN,Bayıl q.,3 otaqlı,90 m²,3/5 mərtəbə,"Bakı, bugün 00:43"
/items/4823242,False,False,True,Agentlik,239 900AZN,20 Yanvar m.,3 otaqlı,150 m²,21/23 mərtəbə,"Bakı, bugün 00:43"
/items/4823653,True,True,True,Agentlik,214 900AZN,20 Yanvar m.,2 otaqlı,80 m²,15/16 mərtəbə,"Bakı, bugün 00:43"
/items/4836605,True,False,True,,129 000AZN,Memar Əcəmi m.,2 otaqlı,58 m²,4/5 mərtəbə,"Bakı, bugün 00:42"
/items/4774956,True,True,True,,280 000AZN,Memar Əcəmi m.,3 otaqlı,160 m²,5/11 mərtəbə,"Bakı, bugün 00:38"
/items/4806273,True,True,True,Agentlik,164 900AZN,İnşaatçılar m.,2 otaqlı,86 m²,17/18 mərtəbə,"Bakı, bugün 00:38"
/items/4806358,True,True,True,Agentlik,209 900AZN,İnşaatçılar m.,3 otaqlı,110 m²,9/20 mərtəbə,"Bakı, bugün 00:37"
/items/4792323,True,False,True,Agentlik,101 500AZN,7-ci mikrorayon q.,1 otaqlı,35 m²,2/5 mərtəbə,"Bakı, bugün 00:36"
/items/4833938,True,False,True,Agentlik,699 000AZN,Nardaran q.,3 otaqlı,133 m²,1/4 mərtəbə,"Bakı, bugün 00:35"
/items/4812429,True,True,True,,980 000AZN,28 May m.,6 otaqlı,370 m²,16/22 mərtəbə,"Bakı, bugün 00:32"
/items/4763096,False,False,True,Agentlik,145 000AZN,Avtovağzal m.,2 otaqlı,84 m²,11/16 mərtəbə,"Bakı, bugün 00:31"
/items/4361604,True,False,True,,163 000AZN,İnşaatçılar m.,2 otaqlı,84 m²,17/18 mərtəbə,"Bakı, bugün 00:30"
/items/4797662,True,True,True,,197 000AZN,Yeni Yasamal q.,4 otaqlı,109 m²,4/10 mərtəbə,"Bakı, bugün 00:29"
/items/4777693,False,False,True,,290 000AZN,Azadlıq Prospekti m.,4 otaqlı,190 m²,9/9 mərtəbə,"Bakı, bugün 00:28"
/items/4806309,False,False,True,,200 000AZN,Həzi Aslanov m.,3 otaqlı,100 m²,6/16 mərtəbə,"Bakı, bugün 00:27"
/items/4799194,True,True,True,,139 000AZN,Həzi Aslanov m.,2 otaqlı,68 m²,13/16 mərtəbə,"Bakı, bugün 00:27"
/items/4799141,True,True,True,,195 000AZN,Həzi Aslanov m.,3 otaqlı,90 m²,13/16 mərtəbə,"Bakı, bugün 00:26"
/items/4777759,True,False,False,,290 000AZN,Qara Qarayev m.,3 otaqlı,125 m²,9/16 mərtəbə,"Bakı, bugün 00:26"
/items/4800680,True,True,False,,465 000AZN,Elmlər Akademiyası m.,4 otaqlı,185 m²,12/18 mərtəbə,"Bakı, bugün 00:25"
/items/4834045,True,True,True,Agentlik,250 000AZN,28 May m.,2 otaqlı,74 m²,6/16 mərtəbə,"Bakı, bugün 00:25"
/items/4819830,True,False,True,,364 000AZN,Bakmil m.,3 otaqlı,110 m²,11/14 mərtəbə,"Bakı, bugün 00:25"
/items/3925062,False,False,True,Agentlik,417 000AZN,Nardaran q.,2 otaqlı,73 m²,5/8 mərtəbə,"Bakı, bugün 00:23"
/items/4836599,True,False,True,Agentlik,344 900AZN,Nərimanov r.,3 otaqlı,135 m²,14/19 mərtəbə,"Bakı, bugün 00:30"
/items/4809089,True,True,True,,395 000AZN,20 Yanvar m.,4 otaqlı,170 m²,7/18 mərtəbə,"Bakı, bugün 00:21"
/items/4806579,True,True,True,,273 000AZN,Qara Qarayev m.,3 otaqlı,124 m²,10/17 mərtəbə,"Bakı, bugün 00:20"
/items/4836595,True,True,True,Agentlik,158 000AZN,Memar Əcəmi m.,2 otaqlı,58 m²,7/13 mərtəbə,"Bakı, bugün 00:19"
/items/4820956,True,False,True,Agentlik,290 000AZN,Həzi Aslanov m.,3 otaqlı,120 m²,19/20 mərtəbə,"Bakı, bugün 00:19"
/items/4836594,True,True,True,,385 000AZN,Azadlıq Prospekti m.,3 otaqlı,158 m²,14/16 mərtəbə,"Bakı, bugün 00:18"
/items/4724216,True,False,True,,210 000AZN,Elmlər Akademiyası m.,3 otaqlı,73 m²,5/18 mərtəbə,"Bakı, bugün 00:18"
/items/4836593,True,True,True,,250 000AZN,Badamdar q.,3 otaqlı,102 m²,6/16 mərtəbə,"Bakı, bugün 00:17"
/items/4707501,True,True,True,,135 000AZN,Həzi Aslanov m.,2 otaqlı,60 m²,8/9 mərtəbə,"Bakı, bugün 00:17"
/items/4687209,True,False,True,,136 000AZN,Azadlıq Prospekti m.,2 otaqlı,42 m²,3/19 mərtəbə,"Bakı, bugün 00:16"
/items/4836589,False,False,False,,380 000AZN,28 May m.,4 otaqlı,200 m²,16/21 mərtəbə,"Bakı, bugün 00:13"
/items/4700926,True,False,True,,270 000AZN,Xalqlar Dostluğu m.,3 otaqlı,112 m²,2/12 mərtəbə,"Bakı, bugün 00:12"
/items/4821872,True,True,True,,145 000AZN,Xalqlar Dostluğu m.,3 otaqlı,85 m²,5/9 mərtəbə,"Bakı, bugün 00:11"
/items/4831296,True,True,True,,135 000AZN,Əhmədli m.,2 otaqlı,58 m²,6/9 mərtəbə,"Bakı, bugün 00:11"
/items/4821754,True,True,True,,180 000AZN,Bakıxanov q.,5 otaqlı,120 m²,3/9 mərtəbə,"Bakı, bugün 00:10"
/items/4768540,True,False,True,,254 000AZN,Nəriman Nərimanov m.,4 otaqlı,110 m²,6/9 mərtəbə,"Bakı, bugün 00:08"
/items/4001146,True,False,True,,550 000AZN,28 May m.,4 otaqlı,185 m²,2/3 mərtəbə,"Bakı, bugün 00:08"
/items/4823845,True,False,True,,152 000AZN,Azadlıq Prospekti m.,2 otaqlı,45 m²,5/9 mərtəbə,"Bakı, bugün 00:07"
/items/4759200,True,False,False,,520 000AZN,Ağ şəhər q.,3 otaqlı,109 m²,5/7 mərtəbə,"Bakı, bugün 00:07"
/items/4713318,True,False,True,,195 000AZN,Azadlıq Prospekti m.,3 otaqlı,82 m²,5/9 mərtəbə,"Bakı, bugün 00:06"
/items/4829436,True,True,True,Agentlik,163 000AZN,İnşaatçılar m.,3 otaqlı,90 m²,6/9 mərtəbə,"Bakı, bugün 00:06"
/items/4836586,True,False,True,,308 000AZN,Qara Qarayev m.,4 otaqlı,130 m²,2/17 mərtəbə,"Bakı, bugün 00:15"
/items/4614504,True,False,True,,260 000AZN,Həzi Aslanov m.,3 otaqlı,133 m²,9/16 mərtəbə,"Bakı, bugün 00:05"
/items/4795114,False,False,True,,355 000AZN,28 May m.,3 otaqlı,108 m²,10/15 mərtəbə,"Bakı, bugün 00:19"
/items/4828732,True,False,True,,225 000AZN,Nəriman Nərimanov m.,2 otaqlı,46 m²,9/16 mərtəbə,"Bakı, bugün 00:05"
/items/4714571,True,False,True,,690 000AZN,Nəsimi r.,4 otaqlı,205 m²,13/19 mərtəbə,"Bakı, bugün 00:03"
/items/4638710,True,False,True,Agentlik,330 000AZN,Nəriman Nərimanov m.,3 otaqlı,105 m²,10/16 mərtəbə,"Bakı, bugün 00:01"
/items/4829729,False,False,False,,275 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,156 m²,23/24 mərtəbə,"Bakı, bugün 00:00"
/items/4836581,True,False,True,,130 000AZN,Azadlıq Prospekti m.,2 otaqlı,50 m²,2/17 mərtəbə,"Bakı, bugün 23:59"
/items/4836580,True,False,True,,70 000AZN,Masazır q.,2 otaqlı,54 m²,5/6 mərtəbə,"Bakı, bugün 23:59"
/items/4800064,True,False,True,,270 000AZN,Nəriman Nərimanov m.,4 otaqlı,154 m²,5/18 mərtəbə,"Bakı, bugün 23:59"
/items/3510376,True,False,True,,75 000AZN,Masazır q.,3 otaqlı,83 m²,5/5 mərtəbə,"Bakı, bugün 23:59"
/items/4800060,True,False,True,,379 000AZN,Gənclik m.,3 otaqlı,140 m²,14/16 mərtəbə,"Bakı, bugün 23:58"
/items/4836577,True,False,True,,174 000AZN,Memar Əcəmi m.,2 otaqlı,57 m²,13/18 mərtəbə,"Bakı, bugün 23:58"
/items/4746104,True,False,True,Agentlik,225 000AZN,Həzi Aslanov m.,3 otaqlı,130 m²,19/19 mərtəbə,"Bakı, bugün 23:58"
/items/4800062,False,False,True,,199 000AZN,Nəriman Nərimanov m.,2 otaqlı,55 m²,4/15 mərtəbə,"Bakı, bugün 23:58"
/items/4802502,False,False,True,,175 000AZN,Nəriman Nərimanov m.,2 otaqlı,55 m²,9/15 mərtəbə,"Bakı, bugün 23:57"
/items/4587740,True,False,True,Agentlik,299 000AZN,Xətai r.,4 otaqlı,140 m²,4/18 mərtəbə,"Bakı, bugün 23:57"
/items/4800061,True,False,True,,218 000AZN,Nəriman Nərimanov m.,2 otaqlı,68 m²,14/14 mərtəbə,"Bakı, bugün 23:57"
/items/4782944,True,True,False,Agentlik,88 000AZN,Hövsan q.,2 otaqlı,50 m²,6/9 mərtəbə,"Bakı, bugün 23:56"
/items/4821898,True,True,True,Agentlik,93 000AZN,Hövsan q.,2 otaqlı,50 m²,7/9 mərtəbə,"Bakı, bugün 23:56"
/items/4709671,True,True,True,Agentlik,90 000AZN,Hövsan q.,3 otaqlı,80 m²,7/7 mərtəbə,"Bakı, bugün 23:55"
/items/4836574,True,True,False,Agentlik,218 000AZN,Nəriman Nərimanov m.,2 otaqlı,95 m²,3/18 mərtəbə,"Bakı, bugün 23:55"
/items/4836573,False,False,True,,325 000AZN,Nəsimi r.,3 otaqlı,110 m²,11/16 mərtəbə,"Bakı, bugün 23:55"
/items/4831033,True,False,True,Agentlik,98 500AZN,20 Yanvar m.,1 otaqlı,33 m²,3/5 mərtəbə,"Bakı, bugün 23:53"
/items/4501032,True,True,True,,240 000AZN,Nəriman Nərimanov m.,3 otaqlı,90 m²,9/19 mərtəbə,"Bakı, bugün 23:53"
/items/4831083,True,False,True,Agentlik,128 000AZN,Memar Əcəmi m.,2 otaqlı,50 m²,2/5 mərtəbə,"Bakı, bugün 23:52"
/items/4831023,True,False,True,Agentlik,101 500AZN,Memar Əcəmi m.,1 otaqlı,33 m²,4/5 mərtəbə,"Bakı, bugün 23:52"
/items/4787910,True,False,True,Agentlik,102 000AZN,Memar Əcəmi m.,1 otaqlı,34 m²,4/5 mərtəbə,"Bakı, bugün 23:52"
/items/4488791,True,True,True,,325 000AZN,Elmlər Akademiyası m.,3 otaqlı,131 m²,13/18 mərtəbə,"Bakı, bugün 23:50"
/items/4836567,True,False,True,,160 000AZN,Neftçilər m.,3 otaqlı,85 m²,9/9 mərtəbə,"Bakı, bugün 23:48"
/items/4820068,True,True,True,,220 000AZN,Nəsimi r.,3 otaqlı,80 m²,1/5 mərtəbə,"Bakı, bugün 23:48"
/items/3896250,True,False,True,,340 000AZN,Nəriman Nərimanov m.,5 otaqlı,200 m²,14/15 mərtəbə,"Bakı, bugün 23:48"
/items/4831439,True,True,True,Agentlik,230 000AZN,İnşaatçılar m.,3 otaqlı,98 m²,5/16 mərtəbə,"Bakı, bugün 23:46"
/items/4777529,False,False,False,Agentlik,106 000AZN,Biləcəri q.,2 otaqlı,70 m²,4/16 mərtəbə,"Bakı, bugün 23:46"
/items/4822002,True,False,True,,387 000AZN,Nərimanov r.,3 otaqlı,130 m²,6/17 mərtəbə,"Bakı, bugün 23:43"
/items/4460085,True,False,True,Agentlik,314 900AZN,Sabunçu r.,3 otaqlı,133 m²,11/20 mərtəbə,"Bakı, bugün 23:42"
/items/4836563,False,False,True,,455 000AZN,Nəriman Nərimanov m.,3 otaqlı,120 m²,16/17 mərtəbə,"Bakı, bugün 23:47"
