post_href,bill_of_sale_available,mortgage_available,repair_available,products_label,price,location,room_count,area,floor,city_and_added_time
/items/4785486,True,True,True,,295 000AZN,8-ci mikrorayon q.,3 otaqlı,103 m²,15/17 mərtəbə,"Bakı, bugün 21:54"
/items/4836473,True,False,True,,168 000AZN,Qara Qarayev m.,3 otaqlı,85 m²,2/5 mərtəbə,"Bakı, bugün 22:32"
/items/4735859,False,False,False,,213 000AZN,Qara Qarayev m.,3 otaqlı,92 m²,6/14 mərtəbə,"Bakı, bugün 21:53"
/items/4809358,True,False,True,Agentlik,430 000AZN,Nizami m.,3 otaqlı,174 m²,8/21 mərtəbə,"Bakı, bugün 21:53"
/items/4812496,True,True,True,Agentlik,2 200 000AZN,Şah İsmayıl Xətai m.,5 otaqlı,500 m²,7/28 mərtəbə,"Bakı, bugün 21:52"
/items/4815545,True,True,True,Agentlik,1 400 000AZN,Nizami m.,7 otaqlı,750 m²,22/23 mərtəbə,"Bakı, bugün 21:52"
/items/4836472,False,False,True,,104 700AZN,Əhmədli q.,1 otaqlı,44 m²,3/5 mərtəbə,"Bakı, bugün 21:58"
/items/4377000,True,False,True,Agentlik,400 000AZN,28 May m.,3 otaqlı,161 m²,8/16 mərtəbə,"Bakı, bugün 21:58"
/items/4649161,True,False,True,Agentlik,585 000AZN,28 May m.,4 otaqlı,188 m²,9/17 mərtəbə,"Bakı, bugün 21:51"
/items/4582700,True,True,True,,999 000AZN,Nizami m.,5 otaqlı,330 m²,10/14 mərtəbə,"Bakı, bugün 21:51"
/items/4816845,False,False,True,,126 000AZN,Əhmədli q.,2 otaqlı,55 m²,5/7 mərtəbə,"Bakı, bugün 21:51"
/items/4836468,True,True,True,Agentlik,346 000AZN,Nərimanov r.,3 otaqlı,117 m²,10/16 mərtəbə,"Bakı, bugün 21:50"
/items/4787833,False,False,True,,84 500AZN,Masazır q.,3 otaqlı,65 m²,6/14 mərtəbə,"Bakı, bugün 21:48"
/items/4700709,True,True,True,,175 000AZN,Nəsimi m.,2 otaqlı,64 m²,5/17 mərtəbə,"Bakı, bugün 21:48"
/items/4533880,True,False,True,Agentlik,350 000AZN,28 May m.,3 otaqlı,110 m²,9/17 mərtəbə,"Bakı, bugün 21:58"
/items/4779651,True,True,True,,97 000AZN,Masazır q.,2 otaqlı,60 m²,3/7 mərtəbə,"Bakı, bugün 21:46"
/items/4798008,True,False,True,Agentlik,260 000AZN,Qara Qarayev m.,3 otaqlı,110 m²,4/17 mərtəbə,"Bakı, bugün 21:50"
/items/4836466,True,False,True,Agentlik,330 000AZN,Elmlər Akademiyası m.,2 otaqlı,101.3 m²,2/16 mərtəbə,"Bakı, bugün 21:46"
/items/4816276,False,False,False,Agentlik,328 000AZN,Ağ şəhər q.,2 otaqlı,90 m²,2/8 mərtəbə,"Bakı, bugün 21:45"
/items/4816662,False,False,False,Agentlik,351 300AZN,Ağ şəhər q.,2 otaqlı,98 m²,7/8 mərtəbə,"Bakı, bugün 21:45"
/items/4352560,True,False,True,Agentlik,360 000AZN,Sahil m.,3 otaqlı,80 m²,3/7 mərtəbə,"Bakı, bugün 21:44"
/items/4836463,True,True,True,Agentlik,350 000AZN,8 Noyabr m.,3 otaqlı,115 m²,9/10 mərtəbə,"Bakı, bugün 21:43"
/items/4836461,True,False,True,Agentlik,345 000AZN,Nəsimi r.,3 otaqlı,135 m²,14/18 mərtəbə,"Bakı, bugün 21:43"
/items/4824641,True,False,True,Agentlik,230 000AZN,İnşaatçılar m.,2 otaqlı,80 m²,14/16 mərtəbə,"Bakı, bugün 21:42"
/items/4792938,True,False,True,Agentlik,215 000AZN,Xətai r.,3 otaqlı,100 m²,3/6 mərtəbə,"Bakı, bugün 21:42"
/items/4833910,True,False,True,,240 000AZN,Nizami m.,4 otaqlı,80 m²,3/3 mərtəbə,"Bakı, bugün 21:42"
/items/4824286,True,False,True,Agentlik,350 000AZN,Qara Qarayev m.,3 otaqlı,125 m²,10/18 mərtəbə,"Bakı, bugün 21:42"
/items/4675538,False,False,False,Agentlik,586 460AZN,Xətai r.,3 otaqlı,100 m²,3/7 mərtəbə,"Bakı, bugün 21:42"
/items/4828735,False,False,True,Agentlik,376 000AZN,Ağ şəhər q.,2 otaqlı,68 m²,3/6 mərtəbə,"Bakı, bugün 21:42"
/items/4646071,True,False,True,,240 000AZN,Səbail r.,3 otaqlı,125 m²,14/15 mərtəbə,"Bakı, bugün 21:42"
/items/4828380,False,False,True,Agentlik,350 000AZN,Ağ şəhər q.,2 otaqlı,50 m²,4/7 mərtəbə,"Bakı, bugün 21:41"
/items/4811522,False,True,False,Agentlik,431 200AZN,Ağ şəhər q.,2 otaqlı,88 m²,7/8 mərtəbə,"Bakı, bugün 21:41"
/items/4734579,False,False,False,Agentlik,310 000AZN,Ağ şəhər q.,2 otaqlı,60 m²,4/7 mərtəbə,"Bakı, bugün 21:41"
/items/4793024,False,False,False,Agentlik,407 000AZN,Ağ şəhər q.,4 otaqlı,145 m²,3/7 mərtəbə,"Bakı, bugün 21:41"
/items/4512003,True,False,True,Agentlik,285 000AZN,Nəsimi r.,3 otaqlı,96 m²,3/16 mərtəbə,"Bakı, bugün 21:41"
/items/4741834,False,False,False,Agentlik,1 200 000AZN,Ağ şəhər q.,6 otaqlı,245 m²,2/6 mərtəbə,"Bakı, bugün 21:41"
/items/4803999,False,False,False,,51 300AZN,Mehdiabad q.,3 otaqlı,57 m²,4/5 mərtəbə,"Bakı, bugün 21:41"
/items/4782641,False,True,False,Agentlik,490 000AZN,Ağ şəhər q.,4 otaqlı,167 m²,5/6 mərtəbə,"Bakı, bugün 21:41"
/items/4551314,True,True,True,Agentlik,385 000AZN,Nəriman Nərimanov m.,4 otaqlı,175 m²,7/20 mərtəbə,"Bakı, bugün 21:39"
/items/4836459,True,True,True,Agentlik,220 000AZN,28 May m.,2 otaqlı,92 m²,3/18 mərtəbə,"Bakı, bugün 21:39"
/items/4836454,True,False,True,Agentlik,225 000AZN,Neftçilər m.,4 otaqlı,125 m²,16/17 mərtəbə,"Bakı, bugün 21:37"
/items/4831147,False,False,False,,51 000AZN,Masazır q.,1 otaqlı,54 m²,3/5 mərtəbə,"Bakı, bugün 21:37"
/items/4836453,True,False,True,,63 000AZN,Masazır q.,2 otaqlı,44 m²,5/6 mərtəbə,"Bakı, bugün 21:37"
/items/4810290,True,False,True,Agentlik,545 000AZN,Yasamal r.,3 otaqlı,147 m²,19/27 mərtəbə,"Bakı, bugün 21:36"
/items/4433320,True,True,True,,390 000AZN,Nəsimi r.,3 otaqlı,130 m²,14/16 mərtəbə,"Bakı, bugün 21:36"
/items/4836450,True,True,True,Agentlik,299 000AZN,8 Noyabr m.,3 otaqlı,154 m²,13/15 mərtəbə,"Bakı, bugün 21:35"
/items/4823506,True,True,True,,80 000AZN,Əhmədli m.,3 otaqlı,72 m²,1/5 mərtəbə,"Bakı, bugün 21:34"
/items/4623493,True,True,True,,345 000AZN,Kubinka q.,3 otaqlı,101 m²,12/16 mərtəbə,"Bakı, bugün 21:34"
/items/4836445,False,False,True,Agentlik,360 000AZN,7-ci mikrorayon q.,4 otaqlı,182 m²,12/13 mərtəbə,"Bakı, bugün 21:31"
/items/4836443,True,True,False,Agentlik,330 000AZN,28 May m.,3 otaqlı,135 m²,12/18 mərtəbə,"Bakı, bugün 21:30"
/items/4818051,False,False,True,Agentlik,123 000AZN,Əhmədli q.,2 otaqlı,71 m²,2/7 mərtəbə,"Bakı, bugün 21:39"
/items/4820293,False,False,True,,220 000AZN,Yasamal r.,3 otaqlı,123 m²,15/22 mərtəbə,"Bakı, bugün 21:28"
/items/4762850,True,True,True,Agentlik,230 000AZN,Səbail r.,3 otaqlı,110 m²,4/19 mərtəbə,"Bakı, bugün 21:28"
/items/4179740,False,False,False,Kompleks,196 000AZN,Nəriman Nərimanov m.,2 otaqlı,67 m²,8/19 mərtəbə,"Bakı, bugün 21:27"
/items/4792286,False,False,False,,640 000AZN,Ağ şəhər q.,3 otaqlı,145 m²,3/7 mərtəbə,"Bakı, bugün 21:27"
/items/4126392,False,False,True,Kompleks,670 000AZN,Nərimanov r.,5 otaqlı,216 m²,15/19 mərtəbə,"Bakı, bugün 21:27"
/items/3891023,False,False,False,Kompleks,300 000AZN,Nərimanov r.,3 otaqlı,105 m²,8/19 mərtəbə,"Bakı, bugün 21:26"
/items/3891133,False,False,False,Kompleks,589 950AZN,Nərimanov r.,4 otaqlı,207 m²,11/15 mərtəbə,"Bakı, bugün 21:26"
/items/4179699,False,False,False,Kompleks,390 450AZN,Nəriman Nərimanov m.,3 otaqlı,137 m²,8/19 mərtəbə,"Bakı, bugün 21:26"
/items/4809918,True,False,True,Agentlik,115 000AZN,7-ci mikrorayon q.,2 otaqlı,55 m²,4/5 mərtəbə,"Bakı, bugün 21:26"
/items/4808835,False,False,True,Agentlik,240 000AZN,Memar Əcəmi m.,3 otaqlı,105 m²,11/14 mərtəbə,"Bakı, bugün 21:26"
/items/4836436,True,False,True,,125 000AZN,M.Ə.Rəsulzadə q.,3 otaqlı,60 m²,5/9 mərtəbə,"Bakı, bugün 21:25"
/items/4836437,True,True,True,,225 000AZN,Avtovağzal m.,4 otaqlı,125 m²,14/17 mərtəbə,"Bakı, bugün 21:25"
/items/4836435,True,False,True,,123 000AZN,Lökbatan q.,4 otaqlı,84 m²,1/5 mərtəbə,"Bakı, bugün 21:24"
/items/4762105,True,False,True,,340 000AZN,Nərimanov r.,7 otaqlı,202 m²,9/10 mərtəbə,"Bakı, bugün 21:24"
/items/4820948,True,True,True,Agentlik,450 000AZN,Elmlər Akademiyası m.,4 otaqlı,179 m²,27/27 mərtəbə,"Bakı, bugün 21:23"
/items/4836432,True,True,True,,95 000AZN,Bakıxanov q.,2 otaqlı,41 m²,5/5 mərtəbə,"Bakı, bugün 21:23"
/items/4751571,True,False,True,Agentlik,399 000AZN,Nizami m.,4 otaqlı,167 m²,11/18 mərtəbə,"Bakı, bugün 21:22"
/items/4800839,True,False,True,Agentlik,135 000AZN,Nizami m.,1 otaqlı,40 m²,2/5 mərtəbə,"Bakı, bugün 21:21"
/items/4827521,True,True,True,Agentlik,439 000AZN,Şah İsmayıl Xətai m.,4 otaqlı,190 m²,16/18 mərtəbə,"Bakı, bugün 21:21"
/items/4130292,True,True,True,Agentlik,345 000AZN,Nizami m.,3 otaqlı,145 m²,16/18 mərtəbə,"Bakı, bugün 21:21"
/items/4828601,True,True,True,,435 000AZN,Gənclik m.,3 otaqlı,145 m²,12/18 mərtəbə,"Bakı, bugün 21:21"
/items/4760619,True,False,True,Agentlik,359 000AZN,Nərimanov r.,3 otaqlı,138 m²,5/14 mərtəbə,"Bakı, bugün 21:20"
/items/4813633,True,False,True,,390 000AZN,Nizami m.,3 otaqlı,105 m²,1/4 mərtəbə,"Bakı, bugün 21:20"
/items/4783221,True,True,False,Agentlik,208 000AZN,Həzi Aslanov m.,3 otaqlı,105 m²,10/21 mərtəbə,"Bakı, bugün 21:20"
/items/4771992,True,True,False,Agentlik,150 000AZN,Xətai r.,2 otaqlı,80 m²,6/21 mərtəbə,"Bakı, bugün 21:20"
/items/4799150,True,True,True,Agentlik,202 000AZN,Nərimanov r.,2 otaqlı,62 m²,8/14 mərtəbə,"Bakı, bugün 21:19"
/items/4823473,True,False,True,,144 000AZN,7-ci mikrorayon q.,3 otaqlı,90 m²,5/5 mərtəbə,"Bakı, bugün 21:19"
/items/4773020,True,True,True,,76 000AZN,Masazır q.,2 otaqlı,60 m²,5/6 mərtəbə,"Bakı, bugün 21:17"
/items/4814570,False,False,True,Agentlik,254 900AZN,Nərimanov r.,4 otaqlı,106 m²,7/16 mərtəbə,"Bakı, bugün 21:17"
/items/4831017,True,False,True,Agentlik,136 000AZN,Memar Əcəmi m.,2 otaqlı,55 m²,3/5 mərtəbə,"Bakı, bugün 21:16"
/items/4685057,True,True,True,,368 000AZN,8-ci mikrorayon q.,3 otaqlı,152 m²,14/17 mərtəbə,"Bakı, bugün 21:16"
/items/4823530,False,False,False,,610 000AZN,Ağ şəhər q.,4 otaqlı,194 m²,8/8 mərtəbə,"Bakı, bugün 21:15"
/items/4836427,True,False,True,,180 000AZN,Həzi Aslanov q.,3 otaqlı,88 m²,3/16 mərtəbə,"Bakı, bugün 21:14"
/items/4765664,True,True,True,,112 000AZN,Bakıxanov q.,2 otaqlı,67 m²,2/19 mərtəbə,"Bakı, bugün 21:14"
/items/4836426,True,True,True,Agentlik,243 000AZN,Gənclik m.,2 otaqlı,77 m²,10/10 mərtəbə,"Bakı, bugün 21:14"
/items/4836425,False,False,True,,104 000AZN,Əmircan q.,2 otaqlı,62 m²,11/12 mərtəbə,"Bakı, bugün 21:13"
/items/4836423,False,False,True,,180 000AZN,Memar Əcəmi m.,3 otaqlı,76 m²,7/14 mərtəbə,"Bakı, bugün 21:13"
/items/4836420,True,False,True,Agentlik,50 000AZN,Sahil m.,1 otaqlı,15 m²,2/2 mərtəbə,"Bakı, bugün 21:11"
/items/4622259,False,False,True,,59 000AZN,Masazır q.,2 otaqlı,44 m²,5/6 mərtəbə,"Bakı, bugün 21:11"
/items/4836415,True,True,True,,146 000AZN,Əhmədli m.,2 otaqlı,64 m²,3/9 mərtəbə,"Bakı, bugün 21:11"
/items/4766209,True,False,True,,132 000AZN,Memar Əcəmi m.,2 otaqlı,50 m²,4/5 mərtəbə,"Bakı, bugün 21:09"
/items/4818701,False,False,True,Agentlik,165 000AZN,20 Yanvar m.,2 otaqlı,70 m²,13/18 mərtəbə,"Bakı, bugün 21:07"
/items/4769776,False,False,False,Agentlik,315 000AZN,Ağ şəhər q.,2 otaqlı,63 m²,14/20 mərtəbə,"Bakı, bugün 21:07"
/items/4769890,True,True,True,Agentlik,299 000AZN,Şah İsmayıl Xətai m.,3 otaqlı,90 m²,4/7 mərtəbə,"Bakı, bugün 21:07"
/items/4786675,True,False,True,,280 000AZN,Bayıl q.,3 otaqlı,92 m²,7/7 mərtəbə,"Bakı, bugün 21:07"
/items/4621700.html,False,False,False,Agentlik,644 000AZN,Ağ şəhər q.,4 otaqlı,150 m²,5/7 mərtəbə,"Bakı, bugün 21:06"
/items/4661237,False,False,False,Agentlik,135 300AZN,Həzi Aslanov m.,2 otaqlı,82 m²,6/13 mərtəbə,"Bakı, bugün 21:06"
/items/4568051,True,True,True,Agentlik,293 000AZN,Gənclik m.,3 otaqlı,109 m²,8/16 mərtəbə,"Bakı, bugün 21:05"
/items/4825819,False,False,True,Agentlik,195 000AZN,Həzi Aslanov m.,3 otaqlı,102 m²,15/17 mərtəbə,"Bakı, bugün 21:05"
/items/4818083,False,False,True,Agentlik,620 000AZN,Nəriman Nərimanov m.,4 otaqlı,182 m²,16/18 mərtəbə,"Bakı, bugün 21:02"
/items/4830911,True,False,True,Agentlik,140 000AZN,Nərimanov r.,2 otaqlı,55 m²,3/5 mərtəbə,"Bakı, bugün 21:02"
/items/4672911,False,False,False,Agentlik,265 000AZN,Nardaran q.,1 otaqlı,70 m²,6/7 mərtəbə,"Bakı, bugün 21:02"
/items/4825895,True,True,True,Agentlik,450 000AZN,İnşaatçılar m.,4 otaqlı,178 m²,27/27 mərtəbə,"Bakı, bugün 21:02"
/items/4444996,True,False,False,,215 000AZN,Bayıl q.,2 otaqlı,77 m²,5/19 mərtəbə,"Bakı, bugün 21:02"
/items/4006281,False,False,False,Agentlik,195 000AZN,Nardaran q.,1 otaqlı,53 m²,6/7 mərtəbə,"Bakı, bugün 21:01"
/items/4797577,True,True,True,,255 000AZN,20 Yanvar m.,3 otaqlı,110 m²,14/17 mərtəbə,"Bakı, bugün 21:01"
/items/4742828,False,False,True,Agentlik,400 000AZN,Elmlər Akademiyası m.,3 otaqlı,135 m²,8/20 mərtəbə,"Bakı, bugün 21:01"
/items/4095188,False,False,False,Agentlik,355 000AZN,Nardaran q.,2 otaqlı,107 m²,2/7 mərtəbə,"Bakı, bugün 21:01"
/items/4047429,False,False,True,Agentlik,430 000AZN,Nardaran q.,2 otaqlı,84 m²,3/8 mərtəbə,"Bakı, bugün 21:01"
/items/4831349,False,False,True,Agentlik,270 000AZN,Nəriman Nərimanov m.,3 otaqlı,105 m²,14/17 mərtəbə,"Bakı, bugün 21:00"
/items/3048306,True,False,True,Agentlik,305 000AZN,Nəriman Nərimanov m.,3 otaqlı,131 m²,12/14 mərtəbə,"Bakı, bugün 21:00"
/items/4785536,True,True,True,,96 400AZN,Zabrat q.,2 otaqlı,73 m²,6/10 mərtəbə,"Bakı, bugün 21:00"
/items/4833842,True,True,True,Agentlik,170 000AZN,Nəriman Nərimanov m.,2 otaqlı,75 m²,16/17 mərtəbə,"Bakı, bugün 21:00"
/items/4171646,True,True,True,,140 000AZN,Əhmədli m.,2 otaqlı,60 m²,6/9 mərtəbə,"Bakı, bugün 20:59"
/items/4695490,True,False,True,,569 500AZN,28 May m.,5 otaqlı,260 m²,5/12 mərtəbə,"Bakı, bugün 20:59"
/items/4688996,True,False,True,Agentlik,149 000AZN,Yasamal r.,1 otaqlı,43 m²,5/16 mərtəbə,"Bakı, bugün 20:59"
/items/4680267,True,False,True,,539 000AZN,Nizami m.,3 otaqlı,155 m²,8/12 mərtəbə,"Bakı, bugün 20:58"
/items/4679695,True,False,True,Agentlik,135 000AZN,20 Yanvar m.,2 otaqlı,50 m²,4/5 mərtəbə,"Bakı, bugün 20:58"
/items/4470280,True,False,True,Agentlik,248 000AZN,Nəsimi r.,3 otaqlı,118 m²,4/14 mərtəbə,"Bakı, bugün 20:58"
/items/4685944,True,False,True,Agentlik,242 000AZN,Nəsimi r.,3 otaqlı,92 m²,9/13 mərtəbə,"Bakı, bugün 20:58"
/items/4713692,True,False,True,Agentlik,265 000AZN,20 Yanvar m.,4 otaqlı,140 m²,7/24 mərtəbə,"Bakı, bugün 20:58"
/items/4778659,True,False,True,,685 000AZN,Ağ şəhər q.,4 otaqlı,165 m²,2/7 mərtəbə,"Bakı, bugün 20:57"
/items/4705939,False,False,True,Agentlik,330 000AZN,Elmlər Akademiyası m.,4 otaqlı,170 m²,6/16 mərtəbə,"Bakı, bugün 20:57"
/items/4624119,True,False,True,,480 000AZN,8 Noyabr m.,4 otaqlı,206 m²,3/14 mərtəbə,"Bakı, bugün 20:56"
/items/4836408,True,True,True,,205 000AZN,Yeni Yasamal q.,3 otaqlı,96 m²,4/11 mərtəbə,"Bakı, bugün 20:56"
/items/4836407,True,True,True,Agentlik,160 000AZN,Yasamal r.,2 otaqlı,65 m²,5/9 mərtəbə,"Bakı, bugün 20:55"
/items/4144482,True,False,True,Agentlik,330 000AZN,Nəsimi r.,3 otaqlı,161 m²,7/16 mərtəbə,"Bakı, bugün 20:56"
/items/4780044,True,True,True,Agentlik,180 000AZN,Gənclik m.,2 otaqlı,70 m²,12/17 mərtəbə,"Bakı, bugün 20:54"
/items/4061952,True,False,True,Agentlik,270 000AZN,Nəsimi r.,3 otaqlı,141 m²,8/16 mərtəbə,"Bakı, bugün 20:54"
/items/4094284,True,False,True,Agentlik,400 000AZN,Nəriman Nərimanov m.,4 otaqlı,186 m²,5/16 mərtəbə,"Bakı, bugün 20:53"
